Job Title,Job Description,Company,Location,Experience,Education,Salary,skills,Category
Product Owner,"We are looking for a Product Owner to join our team. The ideal candidate will have experience in Product Roadmap and User Stories. This role requires 0-2 years of experience and Master's Degree or equivalent experience. The position is based in New York, NY.",Stewart Ltd,"Boston, MA",0-2 years,Master's Degree or equivalent experience,"$60,000 - $90,000","A/B Testing, Market Research, Product Metrics, Product Roadmap, Agile, Stakeholder Management",Product Management
Social Media Manager,We are looking for a Social Media Manager to join our team. The ideal candidate will have experience in Campaign Management and SEO. This role requires 5-8 years of experience and Bachelor's Degree. The position is based in Remote.,"Glenn, Washington and Frank","San Francisco, CA",0-2 years,Master's Degree or equivalent experience,"$60,000 - $90,000","Google Analytics, A/B Testing, Data Analysis, Email Marketing, Campaign Management",Marketing
Full Stack Developer,"We are looking for a Full Stack Developer to join our team. The ideal candidate will have experience in Java and SQL. This role requires 0-2 years of experience and Master's Degree or equivalent experience. The position is based in Austin, TX.","Johnson, Perez and Walker","Austin, TX",0-2 years,PhD,"$60,000 - $90,000","CI/CD, Kubernetes, NoSQL, Git",Software Development
UI Designer,"We are looking for a UI Designer to join our team. The ideal candidate will have experience in Prototyping and UI/UX Design. This role requires 2-5 years of experience and PhD. The position is based in Chicago, IL.",Patterson PLC,"Chicago, IL",2-5 years,Bachelor's Degree,"$90,000 - $130,000","UI/UX Design, Figma, Wireframing, Visual Design, Adobe XD",Design
DevOps Engineer,"We are looking for a DevOps Engineer to join our team. The ideal candidate will have experience in REST APIs and AWS. This role requires 2-5 years of experience and Bachelor's Degree. The position is based in New York, NY.",Durham-Harris,"Seattle, WA",5-8 years,Master's Degree,"$130,000 - $180,000","AWS, JavaScript, React, Python",Software Development
Product Marketing Manager,"We are looking for a Product Marketing Manager to join our team. The ideal candidate will have experience in A/B Testing and Product Strategy. This role requires 0-2 years of experience and Master's Degree. The position is based in Chicago, IL.",Martin-Jackson,"Austin, TX",2-5 years,Bachelor's Degree,"$90,000 - $130,000","Product Strategy, A/B Testing, Product Roadmap, Agile",Product Management
Senior Data Scientist,"We are looking for a Senior Data Scientist to join our team. The ideal candidate will have experience in SQL and TensorFlow. This role requires 2-5 years of experience and Bachelor's Degree. The position is based in New York, NY.",Woods-Watts,"Chicago, IL",2-5 years,Bachelor's Degree,"$90,000 - $130,000","SQL, Python, Data Analysis, Data Visualization, PyTorch, Machine Learning",Data Science
Data Engineer,"We are looking for a Data Engineer to join our team. The ideal candidate will have experience in PyTorch and Data Analysis. This role requires 8+ years of experience and PhD. The position is based in San Francisco, CA.",Morrison LLC,"Boston, MA",0-2 years,Bachelor's Degree or equivalent experience,"$60,000 - $90,000","Python, Spark, TensorFlow, R, Data Visualization",Data Science
Digital Marketing Manager,"We are looking for a Digital Marketing Manager to join our team. The ideal candidate will have experience in Google Analytics and Marketing Automation. This role requires 5-8 years of experience and Master's Degree. The position is based in Chicago, IL.","Escobar, Williams and James",Hybrid,8+ years,Master's Degree or equivalent experience,"$180,000+","A/B Testing, Marketing Automation, Digital Marketing",Marketing
Technical Product Manager,"We are looking for a Technical Product Manager to join our team. The ideal candidate will have experience in User Stories and Product Strategy. This role requires 0-2 years of experience and Bachelor's Degree or equivalent experience. The position is based in Chicago, IL.",Acosta and Sons,"New York, NY",2-5 years,Bachelor's Degree,"$90,000 - $130,000","Market Research, Product Strategy, User Stories, Scrum, Product Roadmap",Product Management
Social Media Manager,"We are looking for a Social Media Manager to join our team. The ideal candidate will have experience in Social Media and Data Analysis. This role requires 5-8 years of experience and Bachelor's Degree or equivalent experience. The position is based in New York, NY.",Castro and Sons,"New York, NY",5-8 years,Master's Degree or equivalent experience,"$130,000 - $180,000","Data Analysis, Digital Marketing, Campaign Management, A/B Testing, SEO, Google Analytics",Marketing
Product Manager,"We are looking for a Product Manager to join our team. The ideal candidate will have experience in Product Roadmap and Data Analysis. This role requires 5-8 years of experience and Master's Degree or equivalent experience. The position is based in San Francisco, CA.",Hernandez-Murray,"San Francisco, CA",8+ years,PhD,"$180,000+","Market Research, Product Roadmap, Product Metrics, A/B Testing",Product Management
Marketing Analyst,"We are looking for a Marketing Analyst to join our team. The ideal candidate will have experience in Digital Marketing and Social Media. This role requires 0-2 years of experience and Master's Degree. The position is based in Boston, MA.",Anderson-Villanueva,"Boston, MA",0-2 years,Bachelor's Degree,"$60,000 - $90,000","A/B Testing, Digital Marketing, Google Analytics, Marketing Automation, Content Marketing, Social Media",Marketing
Senior Software Engineer,We are looking for a Senior Software Engineer to join our team. The ideal candidate will have experience in CI/CD and React. This role requires 0-2 years of experience and Bachelor's Degree. The position is based in Remote.,Hammond LLC,"San Francisco, CA",5-8 years,Bachelor's Degree or equivalent experience,"$130,000 - $180,000","Kubernetes, SQL, NoSQL, Java",Software Development
Machine Learning Engineer,"We are looking for a Machine Learning Engineer to join our team. The ideal candidate will have experience in Deep Learning and Data Visualization. This role requires 0-2 years of experience and Bachelor's Degree or equivalent experience. The position is based in New York, NY.",Bailey-Mathis,"Austin, TX",0-2 years,Master's Degree or equivalent experience,"$60,000 - $90,000","TensorFlow, Data Analysis, Deep Learning",Data Science
Senior Product Manager,"We are looking for a Senior Product Manager to join our team. The ideal candidate will have experience in Stakeholder Management and A/B Testing. This role requires 8+ years of experience and Bachelor's Degree. The position is based in New York, NY.",Benjamin Ltd,"Boston, MA",8+ years,Bachelor's Degree or equivalent experience,"$180,000+","Stakeholder Management, Product Strategy, Scrum, Data Analysis",Product Management
Product Owner,"We are looking for a Product Owner to join our team. The ideal candidate will have experience in User Stories and Scrum. This role requires 8+ years of experience and Master's Degree. The position is based in Seattle, WA.",Fernandez and Sons,"San Francisco, CA",0-2 years,PhD,"$60,000 - $90,000","Data Analysis, Stakeholder Management, Product Strategy, Product Roadmap, A/B Testing, Product Metrics",Product Management
Software Engineer,We are looking for a Software Engineer to join our team. The ideal candidate will have experience in SQL and JavaScript. This role requires 8+ years of experience and PhD. The position is based in Remote.,"Singh, Ferguson and Williams","Chicago, IL",2-5 years,PhD,"$90,000 - $130,000","Python, Docker, Git, Microservices",Software Development
Product Designer,"We are looking for a Product Designer to join our team. The ideal candidate will have experience in Figma and UI/UX Design. This role requires 2-5 years of experience and Master's Degree or equivalent experience. The position is based in San Francisco, CA.",Reed-Ali,"Austin, TX",0-2 years,Master's Degree,"$60,000 - $90,000","UI/UX Design, Interaction Design, Prototyping, Visual Design",Design
Interaction Designer,We are looking for a Interaction Designer to join our team. The ideal candidate will have experience in Adobe XD and Wireframing. This role requires 8+ years of experience and Bachelor's Degree. The position is based in Remote.,Johnson-Le,Remote,2-5 years,Bachelor's Degree or equivalent experience,"$90,000 - $130,000","Visual Design, Wireframing, Sketch, Adobe XD",Design
Graphic Designer,"We are looking for a Graphic Designer to join our team. The ideal candidate will have experience in UI/UX Design and User Research. This role requires 2-5 years of experience and Master's Degree or equivalent experience. The position is based in New York, NY.",Blackwell-English,"Chicago, IL",8+ years,Bachelor's Degree or equivalent experience,"$180,000+","Wireframing, User Research, Adobe XD, Design Systems, Figma, Prototyping",Design
Full Stack Developer,"We are looking for a Full Stack Developer to join our team. The ideal candidate will have experience in Python and Node.js. This role requires 0-2 years of experience and Master's Degree. The position is based in New York, NY.",Harris-Houston,"Chicago, IL",0-2 years,PhD,"$60,000 - $90,000","AWS, Git, CI/CD, JavaScript, REST APIs",Software Development
Product Marketing Manager,"We are looking for a Product Marketing Manager to join our team. The ideal candidate will have experience in Product Roadmap and Stakeholder Management. This role requires 5-8 years of experience and PhD. The position is based in New York, NY.","Brown, Conrad and Greene",Hybrid,5-8 years,Master's Degree,"$130,000 - $180,000","Scrum, Product Metrics, Market Research, A/B Testing, Data Analysis",Product Management
